,movie_link,title,description,genres,date_released
11540,m/pacifier,The Pacifier,"Elite Navy SEAL Shane Wolfe (Vin Diesel) can handle just about anything thrown his way, but even the best have their limits. When he fails to keep scientist Howard Plummer (Tate Donovan) safe from assassination, Wolfe has a shot at redemption by being assigned to protect Plummer's five children, including rebellious Zoe (Brittany Snow), Seth (Max Thieriot) and clingy Lulu (Morgan York). More than a handful, these kids -- and their pet duck -- are pushing this seasoned warrior to the edge.","Action & Adventure, Comedy, Kids & Family",2005-03-04
352,m/1003499-captain_blood,Captain Blood,"In England in the 1600s, Dr. Peter Blood (Errol Flynn) treats the wounds of a man who had been injured in a rebellion against King James II, for which he is convicted of treason and sold into slavery in the Caribbean colony of Port Royal, Jamaica. Despite the kindnesses of his new owner, Arabella Bishop (Olivia de Havilland), Blood and his fellow slaves escape to begin a life of high-seas piracy. But when Captain Blood crosses paths with Arabella again years later, he remembers her compassion.","Action & Adventure, Classics",1935-12-28
9460,m/lianna_2001,Lianna,"Linda Griffiths plays Lianna, the naive young wife of a professor bored with her life and angered at her husband's blatant sexual indiscretions. She has an affair with another woman, Ruth (Jane Hallaren), and when her affair becomes common knowledge, she finds herself shunned by both her friends and family.","Drama, Gay & Lesbian",1983-01-18
3843,m/body_snatchers,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone (Terry Kinney) travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti (Gabrielle Anwar) befriends Jean Platt (Christine Elise), daughter of the base's commander, General Platt (R. Lee Ermey). When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.","Horror, Mystery & Suspense, Science Fiction & Fantasy",1993-01-01
4255,m/candidate,The Candidate,"Without a candidate to run for the senate seat against admired Republican Crocker Jarmon (Don Porter), campaign manager Marvin Lucas (Peter Boyle) recruits leftist lawyer Bill McKay (Robert Redford). McKay's appearance piques the public's interest, and gradually Lucas pushes McKay toward a more centrist message. As McKay's original and honest platform gets watered down, his popularity increases so much that he is running even with Jarmon as Election Day approaches.","Classics, Drama",1972-08-23
14024,m/suffragette,Suffragette,"In early 20th-century Britain, the growing suffragette movement forever changes the life of working wife and mother Maud Watts (Carey Mulligan). Galvanized by political activist Emmeline Pankhurst (Meryl Streep), Watts joins a diverse group of women who fight for equality and the right to vote. Faced with increasing police action, Maud and her dedicated suffragettes must play a dangerous game of cat-and-mouse, risking their jobs, homes, family and lives for a just cause.","Art House & International, Drama",2015-10-23
587,m/1013089-main_event,The Main Event,"When her accountant absconds with all her money, Hillary Kramer (Barbra Streisand) goes from reigning queen of the perfume business to flat broke. Down to her last few possessions of value, Hillary finds a contract for a boxer known as Eddie ""Kid Natural"" Scanlon (Ryan O'Neal). He's a completely inept fighter, but Kramer is desperate enough to think he's her ticket back to glory. She aggressively promotes him despite his flaws, and falls in love along the way.","Comedy, Special Interest, Romance",1979-06-22
6895,m/gauguin_voyage_to_tahiti,Gauguin: Voyage to Tahiti,"In 1891 Gauguin settles down in Tahiti, where he hopes to find inspiration for his work as an artist and live as a free man in the wild, far from all the moral, political and aesthetic codes of civilized Europe. In the jungle, he faces loneliness, poverty and disease, and he meets Tehura. She eventually becomes his wife and the main subject of his greatest paintings.","Drama, Romance",2018-07-11
2999,m/audience-of-one,Audience of One,"Using donations from his congregation, a Pentecostal clergyman transforms his church into a movie studio and begins making a religious science-fiction epic.","Documentary, Television",2007-03-09
9944,m/madrid_1987_2012,"Madrid, 1987",An older man and a younger woman explore politics and discover each other.,"Art House & International, Drama",2012-10-12
16979,m/waiting_for_lightning_2012,Waiting For Lightning,"Danny Way rises from broken-home survivor to fame as a professional skateboarder and, in 2005, attempts to jump over the Great Wall of China.","Documentary, Sports & Fitness",2012-12-07
9375,m/legend_of_the_fist_the_return_of_chen_zhen,Legend of the Fist: The Return of Chen Zhen,Chen fakes his death and returns as a caped crime fighter.,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",2011-04-22
3944,m/boys_of_abu_ghraib,Boys of Abu Ghraib,A rookie guard (Luke Moran) at the Abu Ghraib prison secretly befriends an Iraqi detainee who is suspected of constructing a bomb that killed innocent civilians.,"Drama, Mystery & Suspense",2014-03-28
16044,m/the_wind_rises,The Wind Rises,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.","Animation, Art House & International, Drama",2014-02-21
11637,m/party_monster_1999,Party Monster,"This documentary depicts the rise and fall of Michael Alig, who arrives in New York City from Indiana and becomes a renowned club promoter. Notorious for their outlandishness, his parties become increasingly debauched and drug-fueled, as does Alig himself. When drug dealer and club regular Angel Melendez is found dead, evidence eventually points to Alig and one of his roommates as the killers. The film features interviews with Alig and others in his world, along with dramatized reenactments.","Documentary, Special Interest",1999-02-12
16491,m/trigger_2010,Trigger,"Two female rock 'n' rollers, who starred in a band and caused chaos, reunite a dozen years later.","Art House & International, Drama",2011-11-22
14779,m/the_curse_of_sleeping_beauty,The Curse of Sleeping Beauty,"A man inherits an ancestral mansion and an ancient curse stemming back to the Crusades. As he battles to keep demons in the house at bay, he tries to awaken the beautiful Briar Rose to rescue her from a terrifying netherworld.",Mystery & Suspense,2016-05-13
7830,m/home_fries,Home Fries,"Dorian (Luke Wilson) and Angus (Jake Busey) chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally (Drew Barrymore). She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.","Comedy, Romance",1998-11-25
16394,m/towelhead,Towelhead,"At age 13, Jasira (Summer Bishil) lives with her mother, Gail (Maria Bello), in upstate New York, but is then sent to live with her rigid, emotionally distant Lebanese father, Rifat (Peter Macdissi), in Houston. Jasira, who is struggling with her emerging sexuality, finds herself subjected to the taunts of racist schoolmates, the sexual advances of her new boyfriend, Thomas (Eugene Jones), and the inappropriate yet titillating attentions of handsome, married neighbor Mr. Vuoso (Aaron Eckhart).",Drama,2007-09-08
3161,m/band_of_angels,Band of Angels,The Civil War separates a New Orleans gentleman (Clark Gable) from his mistress (Yvonne De Carlo) and a slave (Sidney Poitier).,"Action & Adventure, Classics, Drama",1957-08-03
9355,m/lebanon_pa,"Lebanon, Pa.","A man (Josh Hopkins) forms an unexpected friendship with his pregnant, teenage cousin (Rachel Kitson), while both struggle with potentially life-changing decisions.","Comedy, Drama",2011-04-29
12081,m/professionals,The Professionals,"Four soldiers of fortune are hired by a wealthy rancher to rescue his beautiful young wife who has been kidnapped by a villainous Mexican bandit. When they finally find her, after fighting their way across deserts and mountains, they discover she is not being held against her will. This causes friction within the band as to whether they should honor their agreement.","Action & Adventure, Art House & International, Classics, Western",1966-11-02
5322,m/death_wish_2018,Death Wish,"Dr. Paul Kersey is a surgeon who often sees the consequences of the city's violence in the emergency room. When home intruders brutally attack his wife and young daughter, Kersey becomes obsessed with delivering vigilante justice to the perpetrators. As the anonymous slayings grab the media's attention, the public begins to wonder if the deadly avenger is a guardian angel -- or the Grim Reaper itself.","Action & Adventure, Drama, Mystery & Suspense",2018-03-02
9871,m/lullaby_2013,Lullaby,A man (Garrett Hedlund) learns that his estranged father (Richard Jenkins) will take himself off life-support in less than 48 hours.,Drama,2014-06-13
4377,m/catfight_2017,Catfight,"Two former college friends, who now find themselves in very different walks of life, meet up at a fancy cocktail party: Veronica has become the entitled, wine-loving wife of a rich businessman, while Ashley, along with her lover Lisa, struggles to make ends meet as an artist. As the two women reconnect, long-buried hostilities, jealousy, and anger explode into a vicious, bloody fight that leaves both of them battered and bruised.",Comedy,2017-03-03
